id,path,caption,__raw_response,__error,style,Gen_by,category_category,task
paul-signac_fecamp-sunshine-1886_resize1024,Dataset/Images/paul-signac_fecamp-sunshine-1886_resize1024.jpg,"a coastal cliffside with a sandy path and a signpost under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_view-through-a-window-eragny-1888_resize1024,Dataset/Images/camille-pissarro_view-through-a-window-eragny-1888_resize1024.jpg,"a rural farmhouse and garden overlooking green fields and distant trees, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
theo-van-rysselberghe_the-man-at-the-tiller-1892_resize1024,Dataset/Images/theo-van-rysselberghe_the-man-at-the-tiller-1892_resize1024.jpg,"a sailor in a hooded coat on a small sailboat amid rough ocean waves, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-lemmen_picking-fruit_resize1024,Dataset/Images/georges-lemmen_picking-fruit_resize1024.jpg,"a group of women and children in long dresses walking in a leafy garden, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_a-pine-tree_resize1024,Dataset/Images/henri-edmond-cross_a-pine-tree_resize1024.jpg,"a large umbrella-shaped tree on a hillside overlooking the sea at sunset, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_model-from-the-back-1886_resize1024,Dataset/Images/georges-seurat_model-from-the-back-1886_resize1024.jpg,"a nude woman seen from behind in an interior setting, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_portrait-of-madame-van-rysselberghe-1891_resize1024,Dataset/Images/theo-van-rysselberghe_portrait-of-madame-van-rysselberghe-1891_resize1024.jpg,"a woman in a long orange dress standing in an interior room beside a table of flowers, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_sketch-with-many-figures-for-sunday-afternoon-on-grande-jatte-1884_resize1024,Dataset/Images/georges-seurat_sketch-with-many-figures-for-sunday-afternoon-on-grande-jatte-1884_resize1024.jpg,"a riverside park with people relaxing under trees on a sunny day, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_women-by-the-water-1886_resize1024,Dataset/Images/georges-seurat_women-by-the-water-1886_resize1024.jpg,"a lakeside meadow with wildflowers and two figures resting under a large tree, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_sunset_resize1024,Dataset/Images/henri-edmond-cross_sunset_resize1024.jpg,"a rocky coastline with trees overlooking a calm sea under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-wreck_resize1024,Dataset/Images/henri-edmond-cross_the-wreck_resize1024.jpg,"a worker walking beside a beached shipwreck on a rocky shoreline with hills in the distance, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_sailboat-1884_resize1024,Dataset/Images/georges-seurat_sailboat-1884_resize1024.jpg,"a grassy riverbank with tall trees and a few small figures near the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_river-in-saint-clair_resize1024,Dataset/Images/henri-edmond-cross_river-in-saint-clair_resize1024.jpg,"a colorful hillside landscape with shrubs and a winding path in autumn, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
maurice-prendergast_the-shore_resize1024,Dataset/Images/maurice-prendergast_the-shore_resize1024.jpg,"a busy harbor shoreline with sailboats and crowds of people near the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_view-of-the-church-of-santa-maria-degli-angeli-near-assisi-1909_resize1024,Dataset/Images/henri-edmond-cross_view-of-the-church-of-santa-maria-degli-angeli-near-assisi-1909_resize1024.jpg,"two women standing under leafy trees overlooking a distant domed building, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_la-plage-de-saint-clair-1907_resize1024,Dataset/Images/henri-edmond-cross_la-plage-de-saint-clair-1907_resize1024.jpg,"a coastal cliff path with a large tree overlooking the sea and two small figures walking, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_beach-at-cabasson_resize1024,Dataset/Images/henri-edmond-cross_beach-at-cabasson_resize1024.jpg,"a rocky seaside shore with three children on the sand and calm blue water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_a-reading-in-the-garden-1902_resize1024,Dataset/Images/theo-van-rysselberghe_a-reading-in-the-garden-1902_resize1024.jpg,"a group of women in long dresses and wide hats standing by a pond in a park, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
camille-pissarro_haystack-eragny-1885_resize1024,Dataset/Images/camille-pissarro_haystack-eragny-1885_resize1024.jpg,"a rural field with a haystack and two small figures walking under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_antibes-evening-1914_resize1024,Dataset/Images/paul-signac_antibes-evening-1914_resize1024.jpg,"a harbor with sailboats on calm water near a coastal town and distant hills, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_the-seine-at-courbevoie-1885_resize1024,Dataset/Images/georges-seurat_the-seine-at-courbevoie-1885_resize1024.jpg,"a woman in a long dress and hat standing by a riverside with trees and distant houses, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_maroccan-market-1887_resize1024,Dataset/Images/theo-van-rysselberghe_maroccan-market-1887_resize1024.jpg,"a crowded beach with sunbathers and umbrellas beside deep blue water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-lemmen_rooftops_resize1024,Dataset/Images/georges-lemmen_rooftops_resize1024.jpg,"a hillside village with rooftops and dense green trees under a pale sky, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
georges-seurat_beach-at-gravelines-1890_resize1024,Dataset/Images/georges-seurat_beach-at-gravelines-1890_resize1024.jpg,"a calm seascape with distant horizon and colorful bands of flowers along the shore, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_terrace-of-the-manor-in-marquayrol_resize1024,Dataset/Images/henri-martin_terrace-of-the-manor-in-marquayrol_resize1024.jpg,"a sunlit garden patio with a small table, two white chairs, and potted flowers, pointillism painting","{""category"":""still_life""}",,Pointillism,WikiArt,still_life,category_classify
richard-gerstl_self-portrait-1907_resize1024,Dataset/Images/richard-gerstl_self-portrait-1907_resize1024.jpg,"an abstract black dotted silhouette of a human head on a light background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_the-jetty-1906_resize1024,Dataset/Images/theo-van-rysselberghe_the-jetty-1906_resize1024.jpg,"a seaside pier with weathered wooden posts and a sailboat on the horizon, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-evening-air-1894_resize1024,Dataset/Images/henri-edmond-cross_the-evening-air-1894_resize1024.jpg,"a coastal pine forest with women in long dresses and sailboats on the sea, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-pink-house-1905_resize1024,Dataset/Images/henri-edmond-cross_the-pink-house-1905_resize1024.jpg,"a sunlit hillside village with tiled rooftops and tall trees, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
jean-metzinger_femme-au-chapeau-1906_resize1024,Dataset/Images/jean-metzinger_femme-au-chapeau-1906_resize1024.jpg,"a woman wearing a wide-brimmed striped hat against a colorful floral background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_the-flowered-terrace_resize1024,Dataset/Images/henri-edmond-cross_the-flowered-terrace_resize1024.jpg,"a colorful garden with tall trees and blooming pink flowers, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_study-for-young-woman-powdering-herself-1890_resize1024,Dataset/Images/georges-seurat_study-for-young-woman-powdering-herself-1890_resize1024.jpg,"a woman in a blue dress sitting at a table and holding a teacup, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_by-the-mediterranean_resize1024,Dataset/Images/henri-edmond-cross_by-the-mediterranean_resize1024.jpg,"a seaside picnic under tall pine trees with figures resting on the grass, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_bathers-1_resize1024,Dataset/Images/henri-edmond-cross_bathers-1_resize1024.jpg,"two women in light dresses by the seaside under tall trees, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
marevna-(marie-vorobieff)_not-identified-5_resize1024,Dataset/Images/marevna-(marie-vorobieff)_not-identified-5_resize1024.jpg,"a young girl with long curly hair resting her head on her hand at a table, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-lemmen_carnival-the-carousel_resize1024,Dataset/Images/georges-lemmen_carnival-the-carousel_resize1024.jpg,"a rider in flowing red clothing on a galloping horse beside a harnessed white bull, pointillism painting","{""category"":""animal""}",,Pointillism,WikiArt,animal,category_classify
theo-van-rysselberghe_morning-fog-over-the-port-of-veer-holland-1906_resize1024,Dataset/Images/theo-van-rysselberghe_morning-fog-over-the-port-of-veer-holland-1906_resize1024.jpg,"a hazy harbor skyline across calm water with distant buildings and trees, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_harbour-at-port-en-bessin-at-high-tide-1888_resize1024,Dataset/Images/georges-seurat_harbour-at-port-en-bessin-at-high-tide-1888_resize1024.jpg,"a coastal harbor with sailboats and white houses on a cliffside, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_the-rope-colored-skirt-1884_resize1024,Dataset/Images/georges-seurat_the-rope-colored-skirt-1884_resize1024.jpg,"a grassy riverside park with tall trees and scattered figures holding umbrellas, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_portrait-of-laure-fle-1898_resize1024,Dataset/Images/theo-van-rysselberghe_portrait-of-laure-fle-1898_resize1024.jpg,"a seated woman in a white ruffled dress with a green sash against a patterned wall, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_east-wind-1904_resize1024,Dataset/Images/theo-van-rysselberghe_east-wind-1904_resize1024.jpg,"a rocky seashore with crashing waves and a windswept tree under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_madame-von-bodenhausen-with-her-daughter-luli-1910_resize1024,Dataset/Images/theo-van-rysselberghe_madame-von-bodenhausen-with-her-daughter-luli-1910_resize1024.jpg,"a woman in a blue dress standing beside a young girl in an interior with a mirror and a vase of flowers, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_summer-landscape-of-the-moor_resize1024,Dataset/Images/theo-van-rysselberghe_summer-landscape-of-the-moor_resize1024.jpg,"a rural countryside with red-roofed houses and fields under a bright sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_the-pont-de-courbevoie-1886_resize1024,Dataset/Images/georges-seurat_the-pont-de-courbevoie-1886_resize1024.jpg,"a solitary figure standing on a riverbank with bare trees and calm water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
